sample_id,original_text,processed_text,label,label_id,token_count
12185,"Eder moton 2 takar u tuber ,koti koti takar restaurant er bad review dia destroy kore dai hazaror enterprenure er,ki je mone kore ay so called 2 poisar u tuber , eder ke to sate sate police dia pitano uchit",eder moton 2 takar u tuber koti koti takar restaurant er bad review dia destroy kore dai hazaror enterprenure er ki je mone kore ay so called 2 poisar u tuber eder ke to sate sate police dia pitano uchit,Negative,1,40
12187,Eder modde lojja sorom Kichu nai..thakle eisob bolto naaaa... R ekjon to time kharap deklei US palai,eder modde lojja sorom kichu nai thakle eisob bolto naaaa r ekjon to time kharap deklei us palai,Negative,1,18
12188,eder ghorar lingo lagbe,eder ghorar lingo lagbe,Negative,1,4
12190,"Ebar west bengal er bairey beron. Onek valo valo cuisine achey. Oi ek same biriyani, kebab kheye bored hon naa. Ami o ei sob dekhe bored. Kichu notun unique serve korun. Subscriber der notun kichu dekhan. Disappointing vdo. Just thor bori khara khara bori thor",ebar west bengal er bairey beron onek valo valo cuisine achey oi ek same biriyani kebab kheye bored hon naa ami o ei sob dekhe bored kichu notun unique serve korun subscriber der notun kichu dekhan disappointing vdo just thor bori khara khara bori thor,Negative,1,45
12191,Ebar kar shathe gelen apu,ebar kar shathe gelen apu,Negative,1,5
12192,Eating only fries for 24 hour challenge? apu apne ki rakib hossain r moto hoi a jaccen naki,eating only fries for 24 hour challenge apu apne ki rakib hossain r moto hoi a jaccen naki,Negative,1,18
12193,Easy match busy koira trpor jitse,easy match busy koira trpor jitse,Negative,1,6
12194,Earbuds er price onk beshi thke vai,earbuds er price onk beshi thke vai,Negative,1,7
12195,EAESOB JANUWAR HINDU MALAUN BEDIN SHEIK HASINA HARAMKUR DERKE DONGSOKORUN KOTOMKORUN,eaesob januwar hindu malaun bedin sheik hasina haramkur derke dongsokorun kotomkorun,Negative,1,11
12196,E team naki wc jitbe,e team naki wc jitbe,Negative,1,5
12198,Dustu hoye gecho tumi pori..,dustu hoye gecho tumi pori,Negative,1,5
12199,Duru miya apnego suggestion dhaka board a common pore na,duru miya apnego suggestion dhaka board a common pore na,Negative,1,10
12201,Durrr bal. Atto gono gono update dite hoy keno?,durrr bal atto gono gono update dite hoy keno,Negative,1,9
12202,Durr offer pai na valo,durr offer pai na valo,Negative,1,5
12207,Dur ki sob chaprider ana start korse 156 fb gonjika khay,dur ki sob chaprider ana start korse 156 fb gonjika khay,Negative,1,11
12208,Dur ho Hefazot er baccha,dur ho hefazot er baccha,Negative,1,5
12209,Dur halain news korar r kiccu failay nani,dur halain news korar r kiccu failay nani,Negative,1,8
12211,Duniyate eto kharap app kokhono dekhini... Kichudin por por update ashe but update korar por kuno kichui change hoy na...,duniyate eto kharap app kokhono dekhini kichudin por por update ashe but update korar por kuno kichui change hoy na,Negative,1,20
12212,"Duniyate ato sundor,sundor dress thakte lungi kacha diye birthday celebrate korte hobe keno re boin",duniyate ato sundor sundor dress thakte lungi kacha diye birthday celebrate korte hobe keno re boin,Negative,1,16
12213,Duniyar sob chaite baje service provider era....! amar account off kore dise...valo kotha...oder satkhira service center a gelam emon bebohar korlo jno account khule oder chakor hoisi...jader office a bosai rakhse ora 8 pass kina amar sondeho ase...faltu service er jonno sobai mile bkash boikot korun..(ami dala na jonab...vuktovugi)..shalara joto din amar account khular bepar a help pabo na totodin down vote dite thakbo...toder poton hobei ekdin,duniyar sob chaite baje service provider era amar account off kore dise valo kotha oder satkhira service center a gelam emon bebohar korlo jno account khule oder chakor hoisi jader office a bosai rakhse ora 8 pass kina amar sondeho ase faltu service er jonno sobai mile bkash boikot korun ami dala na jonab vuktovugi shalara joto din amar account khular bepar a help pabo na totodin down vote dite thakbo toder poton hobei ekdin,Negative,1,75
12215,Duniar sobchay nicu jat hindu bongso nirbongso kora hok,duniar sobchay nicu jat hindu bongso nirbongso kora hok,Negative,1,9
12217,Dukan er lok ta r sunglass khub e bisri,dukan er lok ta r sunglass khub e bisri,Negative,1,9
12218,Dukan air nambar ta Dan nai dam koto bolanna ki faltu service rating zero,dukan air nambar ta dan nai dam koto bolanna ki faltu service rating zero,Negative,1,14
12219,"Duitai faul, maiya da re deklai mejaj kharap hoye jay",duitai faul maiya da re deklai mejaj kharap hoye jay,Negative,1,10
12220,Duijoner jonno 8k to much prz,duijoner jonno 8k to much prz,Negative,1,6
12221,dui vaira khejur bechuk cricket sodano lagbe na,dui vaira khejur bechuk cricket sodano lagbe na,Negative,1,8
12222,Dui number tar dud soto,dui number tar dud soto,Negative,1,5
12224,Dui hero alom ke dekhlam 2 bosti,dui hero alom ke dekhlam 2 bosti,Negative,1,7
12227,Dui din por por update chay keno ei app ta..,dui din por por update chay keno ei app ta,Negative,1,10
12228,Dui din age 5700g die build korlamm. Ekhon aise egula koite,dui din age 5700g die build korlamm ekhon aise egula koite,Negative,1,11
12230,"Due bro kinte gechilam kinto bolo ata naki country look,",due bro kinte gechilam kinto bolo ata naki country look,Negative,1,10
12231,dudur bota dekha jay,dudur bota dekha jay,Negative,1,4
12232,"Dudu boro koro thik asce, pet ta to choto korbaa",dudu boro koro thik asce pet ta to choto korbaa,Negative,1,10
12234,DuDu boro hoye gese di apner unar hand er chapatipa poira,dudu boro hoye gese di apner unar hand er chapatipa poira,Negative,1,11
12235,Dudu ber kore rakhsos kn? otato kuttao chatbena,dudu ber kore rakhsos kn otato kuttao chatbena,Negative,1,8
12236,Dudh to dekhi nai e ekebare,dudh to dekhi nai e ekebare,Negative,1,6
12237,Dudh khawa polapan diye ki hobe?,dudh khawa polapan diye ki hobe,Negative,1,6
12238,Dudh gulo khub sundor,dudh gulo khub sundor,Negative,1,4
12244,dud ta goo ...koto size goo,dud ta goo koto size goo,Negative,1,6
12245,Dud o dol age,dud o dol age,Negative,1,4
12247,Dud gulor size kto go,dud gulor size kto go,Negative,1,5
12250,"drs eejonno cmnt kora kome jacche, coto coto ekhon kali",drs eejonno cmnt kora kome jacche coto coto ekhon kali,Negative,1,10
12251,Dropshopbd bhaiya coupon to expired ami etodin saving kore azkei invest kortam,dropshopbd bhaiya coupon to expired ami etodin saving kore azkei invest kortam,Negative,1,12
12252,dristy vongi kmne bodlabo vai? dristy to tmr dudh a.,dristy vongi kmne bodlabo vai dristy to tmr dudh a,Negative,1,10
12254,Dressing sense bolte ekta jinish thake manusher moddhe apnr ta mone hoy pore gese kothao,dressing sense bolte ekta jinish thake manusher moddhe apnr ta mone hoy pore gese kothao,Negative,1,15
12255,Dress up vasi valo hoy nay,dress up vasi valo hoy nay,Negative,1,6
12256,Dress up dekhe bujha jai tui kon desher animal,dress up dekhe bujha jai tui kon desher animal,Negative,1,9
12257,Dress ta amon kn? Kicoi thu bojlam na,dress ta amon kn kicoi thu bojlam na,Negative,1,8
12259,Dpdc (prepaid) bill dite gele always invalid information dekhay.Emon e Jodi batpari koren tahole ei option na rakhai vlo.Ojotha time nosto,dpdc prepaid bill dite gele always invalid information dekhay emon e jodi batpari koren tahole ei option na rakhai vlo ojotha time nosto,Negative,1,23
12260,Download option nai kno bhaiya?,download option nai kno bhaiya,Negative,1,5
12261,Download option asce nah kno video download korte parci nah,download option asce nah kno video download korte parci nah,Negative,1,10
12262,Download hoi na kno,download hoi na kno,Negative,1,4
12264,Downland korar option calu koren plz,downland korar option calu koren plz,Negative,1,6
12265,Dot notch khub baje laglo,dot notch khub baje laglo,Negative,1,5
12266,Dorr miya aita akta tab hoilo,dorr miya aita akta tab hoilo,Negative,1,6
12267,Dorkar nai toder moto batper company. Rocket ba Nagad onnek valo.,dorkar nai toder moto batper company rocket ba nagad onnek valo,Negative,1,11
12269,"Dong ar lai hijab gaya day, paltu meya",dong ar lai hijab gaya day paltu meya,Negative,1,8
12273,Doi ber korar somoy tumi okhane ki korcila vabbar bisoy kintu,doi ber korar somoy tumi okhane ki korcila vabbar bisoy kintu,Negative,1,11
12275,Dod ber kore pic tula thik na apu,dod ber kore pic tula thik na apu,Negative,1,8
12276,Dj sonica asholei mey,dj sonica asholei mey,Negative,1,4
12277,DJ Shadow Dubai er kach theke kichuta course neya uchit,dj shadow dubai er kach theke kichuta course neya uchit,Negative,1,10
12278,Display heat hole display chole jawar chance thake tushar vai,display heat hole display chole jawar chance thake tushar vai,Negative,1,10
12280,"Disappointed holam, xiaomi er moto color hobe sune",disappointed holam xiaomi er moto color hobe sune,Negative,1,8
12282,Dinajpur bord a kono komon pore nai,dinajpur bord a kono komon pore nai,Negative,1,7
12283,Dinajpur board a common asa ni kicu,dinajpur board a common asa ni kicu,Negative,1,7
12284,din din manush marle kmne hobe.khali mb er dam barao bc ra,din din manush marle kmne hobe khali mb er dam barao bc ra,Negative,1,13
12285,Din din bangladesh e borolokos er sonka bartese mne hoi. 30k er set k ekn edr budget set mne hoi,din din bangladesh e borolokos er sonka bartese mne hoi 30k er set k ekn edr budget set mne hoi,Negative,1,20
12287,Dim therapy kheye ooo vut chotlo naaa aro update version hoice onek cute lagse khala,dim therapy kheye ooo vut chotlo naaa aro update version hoice onek cute lagse khala,Negative,1,15
12288,Dim deyar porw pblm hoicy deikai mne hoy beyam kore,dim deyar porw pblm hoicy deikai mne hoy beyam kore,Negative,1,10
12289,Dilen toh rater ghum ta haram kore,dilen toh rater ghum ta haram kore,Negative,1,7
12290,Dilen toh bhai dhol bajiye,dilen toh bhai dhol bajiye,Negative,1,5
12291,dile to nunuta khara kore,dile to nunuta khara kore,Negative,1,5
12293,dila bondho koira... akhn moja bujo..duidin por app thakbe na store e,dila bondho koira akhn moja bujo duidin por app thakbe na store e,Negative,1,13
12296,Dhutt madarchood app ekta ..... Amr 300 taka neye r kicchu korte day na.... Bainchood system.... Bekash e valo bal,dhutt madarchood app ekta amr 300 taka neye r kicchu korte day na bainchood system bekash e valo bal,Negative,1,19
12297,Dhuru vai apne voice faltu shunasse ai vdo te. Baje sound r bass deya distortion vorthi,dhuru vai apne voice faltu shunasse ai vdo te baje sound r bass deya distortion vorthi,Negative,1,16
12299,Dhuru miya apnader suggestion kono kaj er na common 3 pai nai,dhuru miya apnader suggestion kono kaj er na common 3 pai nai,Negative,1,12
12300,"Dhuru miaa,freefire e khela jaibo nh,rgb nai",dhuru miaa freefire e khela jaibo nh rgb nai,Negative,1,9
12302,Dhur miya voy paiya gechilam 300,dhur miya voy paiya gechilam 300,Negative,1,6
12304,Dhur bara chele hoyeo video ta dkehe nilam,dhur bara chele hoyeo video ta dkehe nilam,Negative,1,8
12305,Dhur baal giveaway ami toh insta r tiktok ei use kori na,dhur baal giveaway ami toh insta r tiktok ei use kori na,Negative,1,12
12306,Dhoya kore ei phone ta kinben na. Ami nijer obiggota theke bolchi. Ajke pray 15 diner moto holo amar ei phone ta kenar. 8 gb ram ebong 128 gb storage but hassokhor bishoy ta hocche je apnar messenger e chatting ye lag khorbe apnar theme ba menu te lag khorbe. Kichutei bhalo feel ta paben na. Ami kuno hater na ei companyr but amar eto koshter takar barota nijei bajaisi eder fake review dheke. Taka ke gurutto dite jani tai apnader request korchi ei phone ta kinben na,dhoya kore ei phone ta kinben na ami nijer obiggota theke bolchi ajke pray 15 diner moto holo amar ei phone ta kenar 8 gb ram ebong 128 gb storage but hassokhor bishoy ta hocche je apnar messenger e chatting ye lag khorbe apnar theme ba menu te lag khorbe kichutei bhalo feel ta paben na ami kuno hater na ei companyr but amar eto koshter takar barota nijei bajaisi eder fake review dheke taka ke gurutto dite jani tai apnader request korchi ei phone ta kinben na,Negative,1,88
12307,Dhorun apni moner sukhe chudchen hotat fingar pint diye kew khule dilo tokhon ki samlaben dorja tala naki julonto bichi,dhorun apni moner sukhe chudchen hotat fingar pint diye kew khule dilo tokhon ki samlaben dorja tala naki julonto bichi,Negative,1,20
12308,Dhor tui ghumacchis mutte uthe dekhli light bara jolche nivche. Gar fete alur chocchori hoye jabe current bachate giye,dhor tui ghumacchis mutte uthe dekhli light bara jolche nivche gar fete alur chocchori hoye jabe current bachate giye,Negative,1,19
12309,dhoner sim oparate koro net thaketo thakena er sorkarer putki chaita sim bondo rahoðŸ¤¬ðŸ¤¬ðŸ¤¬neter speed theka kocchoper speed besi sim chalamunato er robi chalamu dam ektu besi hoilew net speed vhalo er emnitew tumra kondiya kom raho 1.5 gb 30 tk,dhoner sim oparate koro net thaketo thakena er sorkarer putki chaita sim bondo raho neter speed theka kocchoper speed besi sim chalamunato er robi chalamu dam ektu besi hoilew net speed vhalo er emnitew tumra kondiya kom raho 1 5 gb 30 tk,Negative,1,43
12311,Dhon ta kape utlo,dhon ta kape utlo,Negative,1,4
12312,Dhikkar janai ai kafir malaun gorur Gu kawara janawrdar,dhikkar janai ai kafir malaun gorur gu kawara janawrdar,Negative,1,9
12314,"Dhandabaji babsa, client capture",dhandabaji babsa client capture,Negative,1,4
12316,dhakar ta dekhar por middle stamp khara hoia gese,dhakar ta dekhar por middle stamp khara hoia gese,Negative,1,9
12317,Dhakar kisu e common pore nai,dhakar kisu e common pore nai,Negative,1,6
12319,Dhakaiya kabab is the best! duita moteo ek e rokom taste na,dhakaiya kabab is the best duita moteo ek e rokom taste na,Negative,1,12
12320,Dhakai thaki kinto dekha hoi na,dhakai thaki kinto dekha hoi na,Negative,1,6
12321,Dhaka theke eshe ctg manus k suggest korche kothai ki khawa jai lol,dhaka theke eshe ctg manus k suggest korche kothai ki khawa jai lol,Negative,1,13
12322,"Dhaka jatrabari theke 15 tarikh , amade 2 jonar 4 ta phone niyejay",dhaka jatrabari theke 15 tarikh amade 2 jonar 4 ta phone niyejay,Negative,1,12
12323,Dhaka fokinni ra ki 1200 taka kg chui diya gorur mangsho khabay aita hassokor,dhaka fokinni ra ki 1200 taka kg chui diya gorur mangsho khabay aita hassokor,Negative,1,14
12324,Dhaka broad omn mcq common ii ade nai,dhaka broad omn mcq common ii ade nai,Negative,1,8
12325,Dhaka bord kisoi kmn kore nai,dhaka bord kisoi kmn kore nai,Negative,1,6
12326,Dhaka bord er kisu common poray nai,dhaka bord er kisu common poray nai,Negative,1,7
12329,Dhaka bord a khub e kom common ase,dhaka bord a khub e kom common ase,Negative,1,8
12330,Dhaka bord a apnader suggestion kono kaj a dilo nah,dhaka bord a apnader suggestion kono kaj a dilo nah,Negative,1,10
12331,Dhaka board ta dilo bas aj ami hotas,dhaka board ta dilo bas aj ami hotas,Negative,1,8
12335,Dhaka board e writing site common pore nai,dhaka board e writing site common pore nai,Negative,1,8
12336,Dhaka board e parivasik word common porenai,dhaka board e parivasik word common porenai,Negative,1,7
12337,Dhaka board e kisu e common poreni,dhaka board e kisu e common poreni,Negative,1,7
12338,Dhaka board e kisu common e pore na,dhaka board e kisu common e pore na,Negative,1,8
12339,Dhaka board e eng 1st paper suggestion kichui common porenai,dhaka board e eng 1st paper suggestion kichui common porenai,Negative,1,10
12341,Dhaka board e common ashlo na bangla 2nd paper,dhaka board e common ashlo na bangla 2nd paper,Negative,1,9
12343,Dhaka board common paini bangla 1st paper a. Eitau maybe pabo na,dhaka board common paini bangla 1st paper a eitau maybe pabo na,Negative,1,12
12344,Dhaka board bangla 1st e apnader suggestions theke to cq ase e nai. 1 ta mcq pojonto ektao ase nai! 4 star deya bilashi ar bidrohi kothay! suggestions kono din guarantee nai asbei. But advertisment e jebhane bollen 90 common aseasbe. Koi 9 o to common aslona,dhaka board bangla 1st e apnader suggestions theke to cq ase e nai 1 ta mcq pojonto ektao ase nai 4 star deya bilashi ar bidrohi kothay suggestions kono din guarantee nai asbei but advertisment e jebhane bollen 90 common aseasbe koi 9 o to common aslona,Negative,1,47
12346,Dhaka board a common pore na kn akto bolen,dhaka board a common pore na kn akto bolen,Negative,1,9
12347,Dhaka board a bangla common painai,dhaka board a bangla common painai,Negative,1,6
12348,Dhaka board a apnader kono suggetioin e kaje ase na,dhaka board a apnader kono suggetioin e kaje ase na,Negative,1,10
12349,Dhabar daam ta beshi mone hoy,dhabar daam ta beshi mone hoy,Negative,1,6
12350,Deximpo gift ta kobe pabo kokhono to sam vai er kas theke paine gift akhon dekhi pai kina,deximpo gift ta kobe pabo kokhono to sam vai er kas theke paine gift akhon dekhi pai kina,Negative,1,18
12352,"Design vua,spec vua. Abul chara keu walton laptop kinbi na",design vua spec vua abul chara keu walton laptop kinbi na,Negative,1,11
12353,Design pochondho holo na,design pochondho holo na,Negative,1,4
12354,Deshi brand na bideshi brand bujhi na bujhi na. Bujhi aki price a konta best. Lg oled vs vison oled youtube a ache ki? mone hoy na na thakly vai bose bose banan apni hben one and only youtube bar j kina lg vs vison compare kore,deshi brand na bideshi brand bujhi na bujhi na bujhi aki price a konta best lg oled vs vison oled youtube a ache ki mone hoy na na thakly vai bose bose banan apni hben one and only youtube bar j kina lg vs vison compare kore,Negative,1,47
12355,Deshi band kine putki mara khan,deshi band kine putki mara khan,Negative,1,6
12356,Desher vaccine ta niye karo matha betha nai Shobai business niye besto,desher vaccine ta niye karo matha betha nai shobai business niye besto,Negative,1,12
12357,desher shob mondir bhenge dawa hok,desher shob mondir bhenge dawa hok,Negative,1,6
12359,Desher ek matro hinguilla youtuber,desher ek matro hinguilla youtuber,Negative,1,5
12360,Deshe kukurer bedeshi vab,deshe kukurer bedeshi vab,Negative,1,4
12362,Desh er hogamara aro shara,desh er hogamara aro shara,Negative,1,5
12364,Description box purai khali,description box purai khali,Negative,1,4
12365,Description a pc te ki ki use kortese oi gular details dile ektu valo hoy,description a pc te ki ki use kortese oi gular details dile ektu valo hoy,Negative,1,15
12366,Description a model gulo ulto hoye geche,description a model gulo ulto hoye geche,Negative,1,7
12367,Dengue er affect e ki brain damage o Hoy?,dengue er affect e ki brain damage o hoy,Negative,1,9
12368,DENDI KHEYE NESHA KORLE EMON CONTENT LEKHA JAY,dendi kheye nesha korle emon content lekha jay,Negative,1,8
12369,dendi fuke dat gulor 12 ta bajay dise,dendi fuke dat gulor 12 ta bajay dise,Negative,1,8
12370,Delta variant er peak time e eshe bisringkhola sristi kora ta jeno khub joruri chilo,delta variant er peak time e eshe bisringkhola sristi kora ta jeno khub joruri chilo,Negative,1,15
12372,Delen basss diyaa akhn. Amader vaiyara debe baraiya akhn,delen basss diyaa akhn amader vaiyara debe baraiya akhn,Negative,1,9
12373,dekhte to shaakchunnir moto lage,dekhte to shaakchunnir moto lage,Negative,1,5
12374,Dekhte banorer moto a re abar k miss world bansilo niscoi bicarok ra meyzd uttirno gaja sebon korcilo mejaj tai kharap hoe gelo ai meter theke tiktoke j goriber miya kholifa namer j Meyeta ace sei sundor,dekhte banorer moto a re abar k miss world bansilo niscoi bicarok ra meyzd uttirno gaja sebon korcilo mejaj tai kharap hoe gelo ai meter theke tiktoke j goriber miya kholifa namer j meyeta ace sei sundor,Negative,1,37
12376,dekhei toh pore jabe goo,dekhei toh pore jabe goo,Negative,1,5
12377,Dekhe mone hocche purano gari fraud baal er kaj,dekhe mone hocche purano gari fraud baal er kaj,Negative,1,9
12378,"Dekaila sany leon dila 2maser duder sisu , e kmn bicar vai.",dekaila sany leon dila 2maser duder sisu e kmn bicar vai,Negative,1,11
12379,deho dekhaya desh k represent kore kivabe seitai bujina,deho dekhaya desh k represent kore kivabe seitai bujina,Negative,1,9
12382,Ddr 5 naki 6 bollo na,ddr 5 naki 6 bollo na,Negative,1,6
12385,data price onk bse..ame akn airtel use kre..robi airtel a onk vlo offer pawa ji..,data price onk bse ame akn airtel use kre robi airtel a onk vlo offer pawa ji,Negative,1,17
12386,data price onk bse..ame akn airtel use kre..,data price onk bse ame akn airtel use kre,Negative,1,9
12387,Dat e poka esss,dat e poka esss,Negative,1,4
12388,Dat brush kore chii moyla dat,dat brush kore chii moyla dat,Negative,1,6
12389,Dasi ponno vai,dasi ponno vai,Negative,1,3
12390,Dashi ponno kina hon dhonno,dashi ponno kina hon dhonno,Negative,1,5
12392,darkr nai apps ar.... tk besi kate taile ki drke mb khoroch korar..dail kore cash out kora vlo,darkr nai apps ar tk besi kate taile ki drke mb khoroch korar dail kore cash out kora vlo,Negative,1,19
12393,Dari gula tor mhuke manay na,dari gula tor mhuke manay na,Negative,1,6
12394,Daraz theke famous gadget er website a dam besi,daraz theke famous gadget er website a dam besi,Negative,1,9
12396,Daraz er j link deya hoise oitate kichu e nai p ghorir daam screen a den nai apnara,daraz er j link deya hoise oitate kichu e nai p ghorir daam screen a den nai apnara,Negative,1,18
12397,daraitei partesena thik moto atto nesa korse,daraitei partesena thik moto atto nesa korse,Negative,1,7
12399,Dan side er blouse er hata neme porche.. upore tulen.. noyto khule jabe,dan side er blouse er hata neme porche upore tulen noyto khule jabe,Negative,1,13
12402,dame kom  mane valo..salman er hoga kalo,dame kom mane valo salman er hoga kalo,Negative,1,8
12403,Dam sob e 24k besi kore boltese,dam sob e 24k besi kore boltese,Negative,1,7
12404,Dam kata 10000 ar bashi hola kimbo na,dam kata 10000 ar bashi hola kimbo na,Negative,1,8
12405,Dam dekhe ami hotas,dam dekhe ami hotas,Negative,1,4
12406,Dam daikha amar haga sotcee,dam daikha amar haga sotcee,Negative,1,5
12407,Dam beshi! keu kinbe na indian jinish!,dam beshi keu kinbe na indian jinish,Negative,1,7
12409,Dalda diye biriyani ta hoi eder etai amar problem onekdin age kheye chilam,dalda diye biriyani ta hoi eder etai amar problem onekdin age kheye chilam,Negative,1,13
12410,Dalalir ekta sima thaka dorkar,dalalir ekta sima thaka dorkar,Negative,1,5
12411,Dalali video kora suru korcen apnara o? redmi mi lenovo er caite kom dame valo product disse,dalali video kora suru korcen apnara o redmi mi lenovo er caite kom dame valo product disse,Negative,1,17
12413,Dalal media r kono kobor nai,dalal media r kono kobor nai,Negative,1,6
12414,dakte mone hoii akdom shohoj shorol but akta bitch,dakte mone hoii akdom shohoj shorol but akta bitch,Negative,1,9
12416,Dahua e900 plus 256gb m. 2 nvme ssd faltu product,dahua e900 plus 256gb m 2 nvme ssd faltu product,Negative,1,10
12417,Daht bara kotha kom bole kha,daht bara kotha kom bole kha,Negative,1,6
12418,Daffodil university laptop ata. Just dcl er jaigai walton,daffodil university laptop ata just dcl er jaigai walton,Negative,1,9
12421,"Dada jai bolun apni subhra da kintu moteo sahebiyana dekhan na , r oii daldar kothai ase ota ektu thanda hoye gele jome jai amio ota niye bolte gelam valo vabe kintu jai bolun ektu ahankar er sathei kotha bollen jeta moteo valo lageni amar , honest review dilam tate apni amai gali diteo paren",dada jai bolun apni subhra da kintu moteo sahebiyana dekhan na r oii daldar kothai ase ota ektu thanda hoye gele jome jai amio ota niye bolte gelam valo vabe kintu jai bolun ektu ahankar er sathei kotha bollen jeta moteo valo lageni amar honest review dilam tate apni amai gali diteo paren,Negative,1,53
12422,Dada boudi ekhon ekdom 12ta beje geche,dada boudi ekhon ekdom 12ta beje geche,Negative,1,7
12423,"Dada bhai onek besi dam footpath er hotel e onek better pawa jai,tar video parle banan",dada bhai onek besi dam footpath er hotel e onek better pawa jai tar video parle banan,Negative,1,17
12425,Dada ami india thake bolsi ai sob brand faltu,dada ami india thake bolsi ai sob brand faltu,Negative,1,9
12426,Dada ami gechilam indian restaurant koikhali branch e biriani poriman onek kom apni bole besi dieche,dada ami gechilam indian restaurant koikhali branch e biriani poriman onek kom apni bole besi dieche,Negative,1,16
12427,Dada 400 taka paovaji. Half kilo mutton hoe jabe!,dada 400 taka paovaji half kilo mutton hoe jabe,Negative,1,9
12428,Daam ta besi. Obosso khabar gulo dekhte valo lagche,daam ta besi obosso khabar gulo dekhte valo lagche,Negative,1,9
12429,Daam khuuub e besi,daam khuuub e besi,Negative,1,4
12430,Daam gulo o shundor,daam gulo o shundor,Negative,1,4
12431,Customer service valo na amar problem solution pai nai,customer service valo na amar problem solution pai nai,Negative,1,9
12432,"Customer ke jodi tara duplicate product ba, nosto product dey tokon ki hobe?",customer ke jodi tara duplicate product ba nosto product dey tokon ki hobe,Negative,1,13
12433,customer care e Kotha boleo lav hoye nai kono opokar Pai nai.....,customer care e kotha boleo lav hoye nai kono opokar pai nai,Negative,1,12
12434,Current jabar 5 min er modhe teletalk er network off vai abr eger sponser nisen,current jabar 5 min er modhe teletalk er network off vai abr eger sponser nisen,Negative,1,15
12435,"Current gele teletalk nai,mirpur e",current gele teletalk nai mirpur e,Negative,1,6
12436,Curer dik diye ak number,curer dik diye ak number,Negative,1,5
12437,Cupon kaj kore na,cupon kaj kore na,Negative,1,4
12439,Cumilla board lal salo uddikpoke ki dilo ai gola question tay dorte parlam na,cumilla board lal salo uddikpoke ki dilo ai gola question tay dorte parlam na,Negative,1,14
12442,Cue deiya kih played hoy Jan tam nah to hahaha,cue deiya kih played hoy jan tam nah to hahaha,Negative,1,10
12443,Cude gase kopal amr,cude gase kopal amr,Negative,1,4
12444,Crush kore onk r onk imporment er drkr app er pura faltu,crush kore onk r onk imporment er drkr app er pura faltu,Negative,1,12
12445,Crush chila unfollow korlam bebohar er jonno biday,crush chila unfollow korlam bebohar er jonno biday,Negative,1,8
12446,Cringe kheye chole gelam network er baire,cringe kheye chole gelam network er baire,Negative,1,7
12449,Craving metate gele onk taka jai re magi,craving metate gele onk taka jai re magi,Negative,1,8
12450,Cpu test korle performance drop kore bhaiya,cpu test korle performance drop kore bhaiya,Negative,1,7
12451,Coronar media variant ta kintu sob teke dangerous,coronar media variant ta kintu sob teke dangerous,Negative,1,8
12452,Corona virus er por Indian variant Alpha variantbita variant er jonnou  coronar moto somo morjadar lockdown cai.,corona virus er por indian variant alpha variantbita variant er jonnou coronar moto somo morjadar lockdown cai,Negative,1,17
12453,Corona shesh Mone hoy vaccine niye felse already,corona shesh mone hoy vaccine niye felse already,Negative,1,8
12455,Corona rodh e je vaccine lage ta bole nai,corona rodh e je vaccine lage ta bole nai,Negative,1,9
12456,Corona delta variant ar por dol bodol variant akhn bd te,corona delta variant ar por dol bodol variant akhn bd te,Negative,1,11
12459,Connectivity problem ta khub baje ekta problem. Rag e phone venge felte mon cay,connectivity problem ta khub baje ekta problem rag e phone venge felte mon cay,Negative,1,14
12460,condom company ke bolse ai boro koira condom bana ta na hole ai rokom condom paita great bainsod jormo nibe,condom company ke bolse ai boro koira condom bana ta na hole ai rokom condom paita great bainsod jormo nibe,Negative,1,20
12461,Computer mania er onek kichui bhalona. Kothar sathe kajer mil tao onek kom. I recently cancelled my pree booking,computer mania er onek kichui bhalona kothar sathe kajer mil tao onek kom i recently cancelled my pree booking,Negative,1,19
12462,Computer importer a dam 19999tk just check vai mitha bolar kisu nai real ta bollei hoi,computer importer a dam 19999tk just check vai mitha bolar kisu nai real ta bollei hoi,Negative,1,16
12465,Common toh ashe nai dhaka board e,common toh ashe nai dhaka board e,Negative,1,7
12466,Common toh akdom e pawae jacche nh,common toh akdom e pawae jacche nh,Negative,1,7
12467,Common pore nai vai,common pore nai vai,Negative,1,4
12469,Comments on kore dile oy nijei destroy hoy jaito,comments on kore dile oy nijei destroy hoy jaito,Negative,1,9
12473,Comment ea link den nah kan,comment ea link den nah kan,Negative,1,6
12474,Comment asay nai fast paper a dinajpur brod a,comment asay nai fast paper a dinajpur brod a,Negative,1,9
12475,Comment a meyeder chesrami dekhte asha ami,comment a meyeder chesrami dekhte asha ami,Negative,1,7
12476,comilla debidwar thanai gp sim ar network khob kom aasha kori akto bhalo kore dekbhen ai beparta,comilla debidwar thanai gp sim ar network khob kom aasha kori akto bhalo kore dekbhen ai beparta,Negative,1,17
12477,Comilla board sobsomoy hard hoiii,comilla board sobsomoy hard hoiii,Negative,1,5
12478,Comentory so bad nasum ahmed out bola shoriful out,comentory so bad nasum ahmed out bola shoriful out,Negative,1,9
12479,Colorful cvn b450m gaming motherboard atar price to almost 13k. Website a 12. 8k show kore. Computer importer website a. Price er vitor e baray dilo!,colorful cvn b450m gaming motherboard atar price to almost 13k website a 12 8k show kore computer importer website a price er vitor e baray dilo,Negative,1,26
